place_id,external_id,name,category,subcategory,city,state,country,latitude,longitude,location,description,tags,avg_cost,avg_rating,crowd_level,created_at,updated_at
104,place_104,Holy Place - New,religious,religious,Delhi,State,India,28.671637,77.08091,POINT(77.08091021056799 28.671636721096203),Hidden gem for religious lovers,"['sacred', 'spiritual', 'pilgrimage']",420.7,3.89,very_high,2025-12-25 08:57:58.021060,2026-02-10 08:57:58.021060
105,place_105,Cultural Hub - Old,cultural,cultural,Delhi,State,India,28.764032,77.005632,POINT(77.00563188417618 28.76403206859955),Best cultural experience in the area,"['festivals', 'crafts', 'tradition']",318.34,3.42,very_low,2025-03-27 08:57:58.021360,2026-02-10 08:57:58.021360
106,place_106,Beach Club - Uptown,beach,beach,Delhi,State,India,28.639055,77.110319,POINT(77.11031890614592 28.639054912174295),Best beach experience in the area,"['water', 'sea']",1114.56,4.14,low,2025-02-11 08:57:58.024717,2026-02-10 08:57:58.024717
107,place_107,Entertainment District,nightlife,nightlife,Delhi,State,India,28.656397,77.05482,POINT(77.05481976934902 28.656396912612685),Beautiful nightlife destination,"['live', 'bar', 'drinks', 'club']",1312.76,4.8,high,2025-12-02 08:57:58.025354,2026-02-10 08:57:58.025354
108,place_108,National Park - New,nature,nature,Delhi,State,India,28.667692,77.097023,POINT(77.09702253542655 28.667692161196612),Beautiful nature destination,"['forest', 'trek']",1065.33,3.38,moderate,2025-10-16 08:57:58.026346,2026-02-10 08:57:58.026346
109,place_109,Pilgrimage Site,religious,religious,Delhi,State,India,28.714128,77.159932,POINT(77.15993186747144 28.71412845986155),Popular religious spot in Delhi,"['temple', 'sacred']",220.3,3.74,high,2025-11-04 08:57:58.027343,2026-02-10 08:57:58.027343
110,place_110,Trekking Trail - Old,adventure,adventure,Delhi,State,India,28.749297,77.10354,POINT(77.10353968538378 28.74929674205431),Best adventure experience in the area,"['outdoor', 'thrilling', 'adrenaline']",2604.09,4.29,low,2025-10-17 08:57:58.027343,2026-02-10 08:57:58.027343
111,place_111,Retreat,wellness,wellness,Delhi,State,India,28.719974,77.100904,POINT(77.10090407526783 28.719973596736555),Must-visit wellness attraction,"['health', 'retreat', 'yoga', 'meditation']",3493.44,4.47,very_low,2026-02-02 08:57:58.028760,2026-02-10 08:57:58.028760
112,place_112,Commercial Hub - Old,shopping,shopping,Delhi,State,India,28.678484,77.055331,POINT(77.05533084753151 28.678483516278884),Hidden gem for shopping lovers,"['bargain', 'retail', 'products', 'brands']",652.13,2.95,moderate,2025-05-26 08:57:58.029338,2026-02-10 08:57:58.029338
113,place_113,War Museum,museum,museum,Delhi,State,India,28.72528,77.112076,POINT(77.1120760481933 28.725279953279674),Must-visit museum attraction,"['history', 'art', 'education']",633.96,4.21,moderate,2025-10-02 08:57:58.029338,2026-02-10 08:57:58.030337
114,place_114,Ruins - Uptown,historical,historical,Delhi,State,India,28.6779,77.039639,POINT(77.03963943625713 28.67790017132723),Must-visit historical attraction,"['old', 'heritage']",1988.07,4.34,very_high,2025-09-07 08:57:58.030337,2026-02-10 08:57:58.030337
115,place_115,Market Square,shopping,shopping,Delhi,State,India,28.712178,77.074236,POINT(77.07423576118005 28.712178150672),Must-visit shopping attraction,"['products', 'retail']",658.84,2.91,moderate,2025-07-13 08:57:58.031431,2026-02-10 08:57:58.031431
116,place_116,Botanical Garden,nature,nature,Delhi,State,India,28.727578,77.052172,POINT(77.05217195044561 28.72757795846765),Hidden gem for nature lovers,"['mountain', 'trek']",860.38,4.37,very_low,2025-03-14 08:57:58.032332,2026-02-10 08:57:58.032332
117,place_117,National Park - Central,nature,nature,Delhi,State,India,28.737473,77.024455,POINT(77.0244554548623 28.737473039081966),Beautiful nature destination,"['peaceful', 'trek']",1302.35,4.29,moderate,2025-05-11 08:57:58.032332,2026-02-10 08:57:58.032332
118,place_118,Food Market,food,food,Delhi,State,India,28.748533,77.076162,POINT(77.07616222836725 28.748533137677548),Hidden gem for food lovers,"['restaurant', 'dining', 'culture']",1311.05,4.44,very_low,2025-03-13 08:57:58.033484,2026-02-10 08:57:58.033484
119,place_119,Food Market,food,food,Delhi,State,India,28.743062,77.042595,POINT(77.0425947968368 28.743061701715682),Best food experience in the area,"['culture', 'taste', 'restaurant', 'cuisine']",927.94,3.25,moderate,2025-02-18 08:57:58.034324,2026-02-10 08:57:58.034324
120,place_120,Paragliding Point,adventure,adventure,Delhi,State,India,28.75286,77.127555,POINT(77.127554708497 28.752859881489123),Best adventure experience in the area,"['adrenaline', 'sports', 'extreme', 'outdoor']",2950.84,3.56,moderate,2025-09-06 08:57:58.034324,2026-02-10 08:57:58.034324
121,place_121,Paragliding Point - Old,adventure,adventure,Delhi,State,India,28.735827,77.090197,POINT(77.0901968755935 28.73582701440286),Hidden gem for adventure lovers,"['sports', 'outdoor', 'adrenaline', 'extreme']",4230.78,3.55,moderate,2025-05-03 08:57:58.035322,2026-02-10 08:57:58.035322
122,place_122,Boutique District,shopping,shopping,Delhi,State,India,28.633784,77.098345,POINT(77.09834472136858 28.63378412681641),Best shopping experience in the area,"['products', 'markets', 'retail']",104.96,2.98,very_low,2025-04-06 08:57:58.035322,2026-02-10 08:57:58.035322
123,place_123,Food Court - Downtown,food,food,Delhi,State,India,28.636955,77.058189,POINT(77.05818898281953 28.63695478008652),Best food experience in the area,"['taste', 'dining']",1553.39,3.54,very_high,2025-05-18 08:57:58.036374,2026-02-10 08:57:58.036374
124,place_124,Historic Site - Old,historical,historical,Delhi,State,India,28.679947,77.10984,POINT(77.10983965059928 28.67994694741583),Hidden gem for historical lovers,"['monuments', 'heritage', 'old', 'architecture']",1456.24,4.04,moderate,2025-05-01 08:57:58.037319,2026-02-10 08:57:58.037319
125,place_125,Restaurant Row,food,food,Delhi,State,India,28.695685,77.097571,POINT(77.0975705933858 28.695684588301898),Popular food spot in Delhi,"['cuisine', 'taste', 'restaurant']",1585.96,3.99,very_low,2025-05-18 08:57:58.038314,2026-02-10 08:57:58.038314
126,place_126,Rock Climbing Site,adventure,adventure,Delhi,State,India,28.676664,77.107142,POINT(77.10714224505706 28.676663754612953),Beautiful adventure destination,"['sports', 'thrilling', 'adrenaline']",3956.87,4.62,high,2025-02-21 08:57:58.039379,2026-02-10 08:57:58.039379
127,place_127,Rock Climbing Site - Downtown,adventure,adventure,Delhi,State,India,28.775771,77.011535,POINT(77.01153460356677 28.77577112099126),Hidden gem for adventure lovers,"['extreme', 'outdoor']",4065.22,2.99,moderate,2025-07-23 08:57:58.040308,2026-02-10 08:57:58.040308
128,place_128,Yoga Center - Central,wellness,wellness,Delhi,State,India,28.767782,77.077587,POINT(77.07758660584499 28.767782016607583),Popular wellness spot in Delhi,"['yoga', 'health', 'retreat']",4525.17,3.69,moderate,2025-11-27 08:57:58.040308,2026-02-10 08:57:58.040308
129,place_129,Mosque,religious,religious,Delhi,State,India,28.680315,77.098082,POINT(77.09808185203974 28.68031473681344),Popular religious spot in Delhi,"['temple', 'pilgrimage']",234.84,4.82,very_high,2025-05-01 08:57:58.041407,2026-02-10 08:57:58.041407
130,place_130,Cultural Hub,cultural,cultural,Delhi,State,India,28.625556,77.046162,POINT(77.04616162655452 28.625556192396576),Best cultural experience in the area,"['tradition', 'music', 'festivals', 'arts']",833.33,3.61,high,2026-01-20 08:57:58.041407,2026-02-10 08:57:58.041407
131,place_131,Health Resort - Central,wellness,wellness,Delhi,State,India,28.680495,77.117163,POINT(77.11716310516235 28.680495471115144),Best wellness experience in the area,"['meditation', 'retreat', 'yoga']",4203.73,4.37,low,2025-11-01 08:57:58.042304,2026-02-10 08:57:58.042304
132,place_132,Sacred Grounds,religious,religious,Delhi,State,India,28.699867,77.115794,POINT(77.11579431490297 28.69986737290758),Must-visit religious attraction,"['sacred', 'temple', 'prayers']",438.26,4.34,low,2025-04-12 08:57:58.043302,2026-02-10 08:57:58.043302
133,place_133,Meditation Center - Premium,wellness,wellness,Delhi,State,India,28.615448,77.165596,POINT(77.16559607503571 28.615448376589658),Must-visit wellness attraction,"['health', 'yoga', 'retreat']",3533.83,4.25,moderate,2025-05-26 08:57:58.044196,2026-02-10 08:57:58.044196
134,place_134,Comedy Club,entertainment,entertainment,Delhi,State,India,28.736361,77.051339,POINT(77.05133861169284 28.736360779297502),Hidden gem for entertainment lovers,"['performance', 'fun', 'crowds']",1061.1,3.24,high,2025-09-11 08:57:58.044297,2026-02-10 08:57:58.044297
135,place_135,Adventure Camp - Central,adventure,adventure,Delhi,State,India,28.677319,77.145331,POINT(77.1453308552313 28.67731933307873),Beautiful adventure destination,"['adrenaline', 'extreme', 'outdoor', 'sports']",4306.77,3.84,high,2025-02-17 08:57:58.045331,2026-02-10 08:57:58.045331
136,place_136,Performance Hall - Premium,cultural,cultural,Delhi,State,India,28.647729,77.007819,POINT(77.00781926665232 28.647728847192674),Must-visit cultural attraction,"['music', 'tradition']",335.16,3.28,very_low,2025-06-24 08:57:58.046294,2026-02-10 08:57:58.046294
137,place_137,Beach Resort - Premium,beach,beach,Delhi,State,India,28.707097,77.116369,POINT(77.11636884689791 28.707096631513316),Hidden gem for beach lovers,"['sand', 'water', 'sea']",2006.17,4.81,moderate,2025-12-19 08:57:58.046294,2026-02-10 08:57:58.046294
138,place_138,Bazaar - Old,shopping,shopping,Delhi,State,India,28.655423,77.122121,POINT(77.12212079835895 28.655422690014777),Best shopping experience in the area,"['bargain', 'markets']",666.6,4.82,very_low,2025-11-06 08:57:58.047291,2026-02-10 08:57:58.047291
139,place_139,War Museum - Uptown,museum,museum,Delhi,State,India,28.600429,77.081047,POINT(77.0810474036576 28.60042895555318),Beautiful museum destination,"['education', 'history', 'artifacts', 'exhibition']",753.6,4.64,very_high,2025-07-08 08:57:58.048319,2026-02-10 08:57:58.048319
140,place_140,Market Square,shopping,shopping,Delhi,State,India,28.697386,77.130005,POINT(77.13000475285139 28.697386041890685),Beautiful shopping destination,"['products', 'markets', 'retail', 'bargain']",949.58,4.38,low,2025-04-12 08:57:58.049285,2026-02-10 08:57:58.049285
141,place_141,Fun Zone - Central,entertainment,entertainment,Delhi,State,India,28.632026,77.092027,POINT(77.09202737171755 28.63202589691951),Must-visit entertainment attraction,"['crowds', 'performance', 'fun', 'show']",1833.01,4.56,high,2025-03-04 08:57:58.050281,2026-02-10 08:57:58.050281
142,place_142,Nature Reserve,nature,nature,Delhi,State,India,28.732757,77.16623,POINT(77.16622959376468 28.732756602634627),Popular nature spot in Delhi,"['forest', 'peaceful', 'mountain', 'scenic']",699.22,4.74,high,2025-04-13 08:57:58.051284,2026-02-10 08:57:58.051284
143,place_143,Sandy Shore,beach,beach,Delhi,State,India,28.627834,77.045809,POINT(77.04580922024566 28.627834045488328),Popular beach spot in Delhi,"['tropical', 'water', 'sea', 'swimming']",2190.26,4.96,very_low,2025-08-19 08:57:58.051284,2026-02-10 08:57:58.051284
144,place_144,Old City Heritage,historical,historical,Delhi,State,India,28.667927,77.114082,POINT(77.11408240077421 28.667926859556484),Hidden gem for historical lovers,"['archaeology', 'architecture']",1435.51,4.84,low,2026-01-29 08:57:58.052277,2026-02-10 08:57:58.052277
145,place_145,Arts District - Old,cultural,cultural,Delhi,State,India,28.712767,77.114698,POINT(77.11469765989543 28.71276708321852),Hidden gem for cultural lovers,"['music', 'crafts', 'tradition']",345.99,3.07,low,2025-09-20 08:57:58.053275,2026-02-10 08:57:58.053275
146,place_146,Retreat,wellness,wellness,Delhi,State,India,28.715635,77.069393,POINT(77.06939345772663 28.715635045285936),Beautiful wellness destination,"['yoga', 'spa', 'retreat', 'meditation']",2440.89,3.05,high,2025-10-31 08:57:58.054274,2026-02-10 08:57:58.054274
147,place_147,Bazaar,shopping,shopping,Delhi,State,India,28.720603,77.133496,POINT(77.1334963166198 28.720603250040632),Popular shopping spot in Delhi,"['retail', 'brands']",317.7,3.87,moderate,2026-02-07 08:57:58.055270,2026-02-10 08:57:58.056268
148,place_148,Heritage Museum,museum,museum,Delhi,State,India,28.638397,77.117581,POINT(77.11758096239768 28.638396634573297),Beautiful museum destination,"['art', 'exhibition', 'artifacts', 'history']",629.56,4.26,very_low,2025-02-18 08:57:58.057265,2026-02-10 08:57:58.057265
149,place_149,Restaurant Row - Premium,food,food,Delhi,State,India,28.712237,77.104569,POINT(77.1045689526293 28.71223722074232),Hidden gem for food lovers,"['taste', 'culture', 'cuisine']",1940.2,4.5,moderate,2025-08-07 08:57:58.058261,2026-02-10 08:57:58.058261
150,place_150,Holy Place - New,religious,religious,Delhi,State,India,28.762864,77.086847,POINT(77.08684709847385 28.762864155391203),Beautiful religious destination,"['pilgrimage', 'prayers', 'temple']",390.31,3.73,low,2025-02-11 08:57:58.059259,2026-02-10 08:57:58.059259
151,place_151,Pub Street,nightlife,nightlife,Delhi,State,India,28.74131,77.093439,POINT(77.0934387913391 28.741309598574997),Best nightlife experience in the area,"['live', 'late', 'bar', 'drinks']",2836.85,2.99,very_high,2025-03-23 08:57:58.060256,2026-02-10 08:57:58.060256
152,place_152,Palace - Uptown,historical,historical,Delhi,State,India,28.74873,77.026186,POINT(77.02618645016389 28.748729866914967),Must-visit historical attraction,"['archaeology', 'old', 'monuments', 'heritage']",1581.62,4.33,moderate,2025-07-26 08:57:58.060256,2026-02-10 08:57:58.060256
153,place_153,Entertainment Complex - New,entertainment,entertainment,Delhi,State,India,28.7372,77.129449,POINT(77.12944889878506 28.737199778353165),Hidden gem for entertainment lovers,"['crowds', 'performance', 'fun']",1591.39,3.54,moderate,2025-05-06 08:57:58.061253,2026-02-10 08:57:58.061253
154,place_154,Arts District - New,cultural,cultural,Delhi,State,India,28.755798,77.136511,POINT(77.13651080527252 28.755798162824952),Best cultural experience in the area,"['festivals', 'crafts', 'tradition']",597.66,4.32,very_low,2025-12-18 08:57:58.062107,2026-02-10 08:57:58.062107
155,place_155,Heritage Museum - Premium,museum,museum,Delhi,State,India,28.702695,77.091494,POINT(77.0914938159855 28.7026954843296),Beautiful museum destination,"['artifacts', 'art', 'education']",507.97,4.48,high,2025-12-25 08:57:58.062250,2026-02-10 08:57:58.062250
156,place_156,Cultural Museum - Premium,museum,museum,Bangalore,State,India,12.952791,77.667587,POINT(77.66758659375189 12.952791169860916),Beautiful museum destination,"['history', 'education']",383.66,3.41,high,2025-12-24 08:57:58.063249,2026-02-10 08:57:58.063249
157,place_157,Pilgrimage Site - New,religious,religious,Bangalore,State,India,13.044435,77.610191,POINT(77.61019070917386 13.04443549750309),Popular religious spot in Bangalore,"['pilgrimage', 'prayers', 'temple', 'spiritual']",247.71,3.46,low,2025-06-04 08:57:58.063249,2026-02-10 08:57:58.063249
158,place_158,Dining Hub,food,food,Bangalore,State,India,13.00543,77.626691,POINT(77.62669077651208 13.005429900830793),Hidden gem for food lovers,"['cuisine', 'taste']",1152.99,3.52,moderate,2025-03-08 08:57:58.064244,2026-02-10 08:57:58.064244
159,place_159,Craft Village,cultural,cultural,Bangalore,State,India,12.995906,77.656995,POINT(77.6569947979054 12.995906384504366),Best cultural experience in the area,"['tradition', 'music']",678.51,2.32,moderate,2025-11-13 08:57:58.064244,2026-02-10 08:57:58.064244
160,place_160,Pilgrimage Site,religious,religious,Bangalore,State,India,12.956452,77.629274,POINT(77.6292739455957 12.956452223100785),Hidden gem for religious lovers,"['pilgrimage', 'prayers', 'temple', 'spiritual']",371.52,4.37,high,2025-03-16 08:57:58.065243,2026-02-10 08:57:58.065243
161,place_161,Coastal View,beach,beach,Bangalore,State,India,12.965988,77.629748,POINT(77.62974768959535 12.965987626652417),Hidden gem for beach lovers,"['sand', 'swimming', 'sea']",1167.84,3.62,low,2025-07-10 08:57:58.065243,2026-02-10 08:57:58.065243
162,place_162,Amusement Park - New,entertainment,entertainment,Bangalore,State,India,13.014358,77.579887,POINT(77.57988675641032 13.014357668274101),Best entertainment experience in the area,"['performance', 'show', 'crowds']",2037.4,3.73,low,2025-07-06 08:57:58.066240,2026-02-10 08:57:58.066240
163,place_163,Ruins,historical,historical,Bangalore,State,India,12.99113,77.717295,POINT(77.71729516729718 12.991129695309962),Must-visit historical attraction,"['old', 'archaeology', 'monuments', 'heritage']",1143.94,3.53,moderate,2025-03-25 08:57:58.067240,2026-02-10 08:57:58.067240
164,place_164,Sandy Shore - Premium,beach,beach,Bangalore,State,India,13.065133,77.63517,POINT(77.63516982772458 13.065133168809623),Best beach experience in the area,"['tropical', 'swimming']",2195.34,4.67,high,2025-09-13 08:57:58.067240,2026-02-10 08:57:58.067240
165,place_165,Trekking Trail,adventure,adventure,Bangalore,State,India,13.054816,77.630836,POINT(77.63083619289472 13.054815854906233),Popular adventure spot in Bangalore,"['adrenaline', 'outdoor']",2759.3,2.63,moderate,2025-03-17 08:57:58.068235,2026-02-10 08:57:58.068235
166,place_166,National Park,nature,nature,Bangalore,State,India,12.915717,77.605865,POINT(77.60586539610205 12.915716503649401),Popular nature spot in Bangalore,"['peaceful', 'forest']",1223.45,4.76,very_low,2025-08-26 08:57:58.068235,2026-02-10 08:57:58.068235
167,place_167,Theme Park - Old,entertainment,entertainment,Bangalore,State,India,12.93667,77.551074,POINT(77.55107414470761 12.936669758220198),Hidden gem for entertainment lovers,"['show', 'fun', 'performance']",1162.3,4.56,very_high,2025-02-17 08:57:58.069284,2026-02-10 08:57:58.069284
168,place_168,Ancient Temple - Premium,historical,historical,Bangalore,State,India,12.981939,77.643478,POINT(77.64347840160808 12.98193873899172),Popular historical spot in Bangalore,"['archaeology', 'architecture']",1865.19,3.46,very_high,2025-02-12 08:57:58.070230,2026-02-10 08:57:58.070230
169,place_169,Craft Village - Old,cultural,cultural,Bangalore,State,India,12.913919,77.600281,POINT(77.60028122287471 12.913918800485867),Hidden gem for cultural lovers,"['tradition', 'festivals', 'arts']",719.19,3.06,low,2025-06-13 08:57:58.071225,2026-02-10 08:57:58.071225
170,place_170,Food Court - New,food,food,Bangalore,State,India,12.921274,77.621735,POINT(77.62173521989884 12.921274335364522),Best food experience in the area,"['culture', 'taste', 'cuisine', 'restaurant']",933.78,3.36,low,2025-12-20 08:57:58.071225,2026-02-10 08:57:58.071225
171,place_171,Shopping Mall - Premium,shopping,shopping,Bangalore,State,India,12.914323,77.526431,POINT(77.52643136876394 12.914323089100055),Beautiful shopping destination,"['brands', 'bargain', 'products', 'markets']",453.46,4.27,moderate,2025-07-11 08:57:58.072231,2026-02-10 08:57:58.072231
172,place_172,Dining Hub,food,food,Bangalore,State,India,12.918841,77.674337,POINT(77.67433670036584 12.918841076394843),Must-visit food attraction,"['restaurant', 'taste', 'culture']",1297.83,4.18,high,2025-09-01 08:57:58.073221,2026-02-10 08:57:58.073221
173,place_173,Restaurant Row - Premium,food,food,Bangalore,State,India,13.063296,77.569181,POINT(77.5691805314371 13.06329613260969),Popular food spot in Bangalore,"['culture', 'dining']",1979.37,3.07,moderate,2025-02-21 08:57:58.074221,2026-02-10 08:57:58.074221
174,place_174,Trekking Trail - Uptown,adventure,adventure,Bangalore,State,India,12.96949,77.691172,POINT(77.69117195755635 12.969489930284398),Beautiful adventure destination,"['adrenaline', 'sports', 'outdoor', 'thrilling']",2342.86,3.63,high,2025-10-16 08:57:58.074221,2026-02-10 08:57:58.075218
175,place_175,Art Gallery,cultural,cultural,Bangalore,State,India,12.916002,77.656825,POINT(77.65682490380105 12.916001648711292),Must-visit cultural attraction,"['festivals', 'music', 'tradition', 'arts']",854.09,4.17,moderate,2026-01-11 08:57:58.075218,2026-02-10 08:57:58.075218
176,place_176,Restaurant Row - Uptown,food,food,Bangalore,State,India,13.014022,77.482256,POINT(77.48225553330077 13.014021544110264),Must-visit food attraction,"['culture', 'taste', 'restaurant', 'cuisine']",1150.21,3.79,very_high,2025-12-10 08:57:58.076215,2026-02-10 08:57:58.076215
177,place_177,Church,religious,religious,Bangalore,State,India,12.962374,77.588077,POINT(77.58807700654803 12.962373732117207),Beautiful religious destination,"['temple', 'spiritual', 'sacred']",311.97,3.26,moderate,2025-07-24 08:57:58.076215,2026-02-10 08:57:58.076215
178,place_178,Bar & Lounge - New,nightlife,nightlife,Bangalore,State,India,13.038518,77.538117,POINT(77.53811748851997 13.03851818657232),Must-visit nightlife attraction,"['club', 'drinks', 'live']",1693.93,4.64,moderate,2025-06-10 08:57:58.077211,2026-02-10 08:57:58.077211
179,place_179,War Museum,museum,museum,Bangalore,State,India,12.992212,77.685065,POINT(77.68506531748666 12.992211726992837),Beautiful museum destination,"['art', 'exhibition', 'history']",407.46,4.39,moderate,2025-08-16 08:57:58.078228,2026-02-10 08:57:58.078228
180,place_180,Health Resort - Uptown,wellness,wellness,Bangalore,State,India,12.967516,77.621769,POINT(77.62176897844724 12.9675164484574),Hidden gem for wellness lovers,"['health', 'meditation']",2675.13,3.24,moderate,2025-03-21 08:57:58.079204,2026-02-10 08:57:58.079204
181,place_181,Commercial Hub - Old,shopping,shopping,Bangalore,State,India,13.037016,77.544172,POINT(77.54417226579619 13.037015791544572),Best shopping experience in the area,"['brands', 'products', 'markets']",135.08,3.64,high,2025-11-25 08:57:58.079204,2026-02-10 08:57:58.079204
182,place_182,History Museum - Central,museum,museum,Bangalore,State,India,13.001199,77.63935,POINT(77.63935043340301 13.001199234256228),Best museum experience in the area,"['exhibition', 'history']",585.58,3.68,low,2025-04-12 08:57:58.080201,2026-02-10 08:57:58.080201
183,place_183,Coastal View,beach,beach,Bangalore,State,India,13.003627,77.543013,POINT(77.54301327101017 13.003626679581552),Must-visit beach attraction,"['sea', 'water', 'tropical', 'swimming']",1829.63,4.44,moderate,2025-11-28 08:57:58.081245,2026-02-10 08:57:58.081245
184,place_184,Cultural Center,cultural,cultural,Bangalore,State,India,13.006782,77.602558,POINT(77.6025579472666 13.006782080789659),Must-visit cultural attraction,"['crafts', 'music', 'festivals']",996.94,3.7,very_high,2025-08-12 08:57:58.081245,2026-02-10 08:57:58.081245
185,place_185,Forest Walk - Old,nature,nature,Bangalore,State,India,13.024537,77.692729,POINT(77.69272935952654 13.02453719149574),Beautiful nature destination,"['scenic', 'trek', 'peaceful', 'forest']",1135.94,4.7,moderate,2025-09-21 08:57:58.082197,2026-02-10 08:57:58.082197
186,place_186,Wildlife Sanctuary - Downtown,nature,nature,Bangalore,State,India,13.049308,77.637299,POINT(77.63729879882762 13.049308021035738),Popular nature spot in Bangalore,"['trek', 'peaceful']",988.5,3.96,moderate,2025-04-17 08:57:58.082197,2026-02-10 08:57:58.082197
187,place_187,Cultural Museum,museum,museum,Bangalore,State,India,13.050251,77.554228,POINT(77.55422822992652 13.050250986260743),Best museum experience in the area,"['history', 'exhibition']",743.05,4.62,low,2025-06-16 08:57:58.083193,2026-02-10 08:57:58.083193
188,place_188,Theme Park,entertainment,entertainment,Bangalore,State,India,12.945779,77.584777,POINT(77.58477667082859 12.945778517805621),Hidden gem for entertainment lovers,"['crowds', 'fun', 'performance']",1458.73,4.45,moderate,2025-02-15 08:57:58.084192,2026-02-10 08:57:58.084192
189,place_189,Cultural Hub - New,cultural,cultural,Bangalore,State,India,12.948459,77.57024,POINT(77.57023985394025 12.948459215683025),Popular cultural spot in Bangalore,"['crafts', 'tradition', 'music', 'festivals']",447.35,3.1,high,2026-01-30 08:57:58.084283,2026-02-10 08:57:58.084283
190,place_190,Retreat - New,wellness,wellness,Bangalore,State,India,13.047201,77.588805,POINT(77.58880539693195 13.047200800000287),Best wellness experience in the area,"['health', 'retreat', 'meditation', 'spa']",4626.22,4.47,moderate,2025-08-18 08:57:58.085190,2026-02-10 08:57:58.085190
191,place_191,National Park - Downtown,nature,nature,Bangalore,State,India,12.955538,77.573894,POINT(77.57389394160272 12.955537861694104),Hidden gem for nature lovers,"['trek', 'scenic', 'forest', 'peaceful']",989.39,4.42,high,2025-06-28 08:57:58.085190,2026-02-10 08:57:58.085190
192,place_192,Forest Walk - Central,nature,nature,Bangalore,State,India,12.947022,77.611847,POINT(77.61184725007732 12.947021942070096),Hidden gem for nature lovers,"['mountain', 'forest', 'trek', 'peaceful']",1144.75,4.71,low,2025-06-09 08:57:58.086187,2026-02-10 08:57:58.086187
193,place_193,Mountain Peak - Premium,nature,nature,Bangalore,State,India,13.030252,77.597975,POINT(77.59797468406236 13.030251626691285),Hidden gem for nature lovers,"['mountain', 'forest', 'scenic', 'trek']",587.02,3.52,moderate,2025-04-29 08:57:58.087221,2026-02-10 08:57:58.087221
194,place_194,Sandy Shore - Premium,beach,beach,Bangalore,State,India,13.005105,77.662891,POINT(77.66289088762811 13.005105002006259),Popular beach spot in Bangalore,"['tropical', 'water']",1530.74,3.85,moderate,2025-04-01 08:57:58.088183,2026-02-10 08:57:58.088183
195,place_195,Live Music Venue - New,nightlife,nightlife,Bangalore,State,India,13.000335,77.674151,POINT(77.67415096528876 13.000335063083268),Best nightlife experience in the area,"['drinks', 'late', 'live']",2538.9,4.33,moderate,2025-09-20 08:57:58.089180,2026-02-10 08:57:58.089180
196,place_196,Food Market - New,food,food,Bangalore,State,India,13.004275,77.490394,POINT(77.49039435302507 13.004275097602793),Popular food spot in Bangalore,"['taste', 'culture']",1586.9,4.87,very_low,2025-09-24 08:57:58.090177,2026-02-10 08:57:58.090177
197,place_197,Amusement Park - Downtown,entertainment,entertainment,Bangalore,State,India,13.009304,77.538686,POINT(77.53868629227173 13.009304158514524),Must-visit entertainment attraction,"['interactive', 'show', 'performance']",1038.31,4.23,high,2025-10-29 08:57:58.090177,2026-02-10 08:57:58.090177
198,place_198,Paragliding Point - Premium,adventure,adventure,Bangalore,State,India,12.921441,77.535987,POINT(77.53598697735542 12.921441008453861),Must-visit adventure attraction,"['adrenaline', 'extreme']",4890.08,4.68,very_low,2025-02-20 08:57:58.091175,2026-02-10 08:57:58.091175
199,place_199,Boutique District - Uptown,shopping,shopping,Bangalore,State,India,13.021429,77.571275,POINT(77.57127523103858 13.021428525528973),Must-visit shopping attraction,"['bargain', 'markets', 'brands', 'retail']",246.51,4.35,moderate,2025-05-04 08:57:58.092170,2026-02-10 08:57:58.092170
200,place_200,Holy Place,religious,religious,Bangalore,State,India,12.952986,77.566823,POINT(77.56682289192123 12.95298637578572),Beautiful religious destination,"['temple', 'spiritual', 'sacred']",415.14,3.04,high,2025-12-06 08:57:58.092170,2026-02-10 08:57:58.092170
201,place_201,Zipline Course - Old,adventure,adventure,Bangalore,State,India,12.983066,77.680233,POINT(77.68023338564193 12.983065706421733),Must-visit adventure attraction,"['outdoor', 'sports']",3301.53,4.85,low,2026-01-23 08:57:58.093169,2026-02-10 08:57:58.093169
202,place_202,Beach Club - Central,beach,beach,Bangalore,State,India,13.034173,77.664227,POINT(77.6642272626863 13.034172821090714),Best beach experience in the area,"['tropical', 'swimming']",1197.47,3.47,very_low,2025-06-15 08:57:58.094165,2026-02-10 08:57:58.094165
203,place_203,Nature Reserve - Central,nature,nature,Bangalore,State,India,12.992767,77.698638,POINT(77.69863829520196 12.992767097430429),Hidden gem for nature lovers,"['mountain', 'peaceful', 'trek', 'scenic']",1483.57,2.99,low,2025-11-01 08:57:58.094240,2026-02-10 08:57:58.094240
204,place_204,Fort,historical,historical,Bangalore,State,India,12.977899,77.626825,POINT(77.62682531376369 12.977899197722445),Must-visit historical attraction,"['heritage', 'architecture', 'monuments']",1557.31,4.42,low,2025-06-16 08:57:58.095162,2026-02-10 08:57:58.095162
205,place_205,Night Market - New,shopping,shopping,Bangalore,State,India,12.93199,77.482784,POINT(77.4827835485843 12.931989554690766),Must-visit shopping attraction,"['retail', 'brands', 'bargain']",715.48,4.3,moderate,2026-01-27 08:57:58.095162,2026-02-10 08:57:58.095162
206,place_206,Fun Zone,entertainment,entertainment,Bangalore,State,India,12.993944,77.625111,POINT(77.62511080847946 12.993943625040135),Popular entertainment spot in Bangalore,"['interactive', 'show']",1806.42,4.26,high,2025-04-28 08:57:58.096162,2026-02-10 08:57:58.096162
